NUM. ORDEM,NOME,DATA NASCIMENTO,IDADE,FAIXA,GÊNERO,ESTADO CIVIL,CIDADE,Bairro,Profissão,FILHOS,CPF,NPS,Tipo Cliente,pofem29633@1heizi.com
373,ABERLADO Rodrigues,3/3/1979,42,31 a 50 anos,MASCULINO,VIÚVO,RECIFE,Caçote,Fisioterapia,2,,7,,pofem29633@1heizi.com
378,ADERVAL Carvalho,11/4/1976,45,31 a 50 anos,MASCULINO,VIÚVO,RECIFE,Caxangá,Gestão Hospitalar,3,,6,,pofem29633@1heizi.com
383,ADERSON Fernandes,4/26/1968,53,maior que 50 anos,MASCULINO,VIÚVO,RECIFE,Casa Forte,Obstetrícia,1,,8,,pofem29633@1heizi.com
399,ACLESIA Pereira,2/16/1997,24,18 a 30 anos,FEMININO,SOLTEIRO,RECIFE,Brejo da Guabiraba,Nutrição,2,,4,,pofem29633@1heizi.com
411,641 Freitas,12/29/1991,29,18 a 30 anos,FEMININO,CASADO,RECIFE,Alto do Mandu,Gestão Pública,0,,4,,pofem29633@1heizi.com
412,ACRICIA Gomes,12/11/1991,29,18 a 30 anos,FEMININO,CASADO,RECIFE,Casa Forte,Hotelaria,0,,0,,pofem29633@1heizi.com
432,ADENITA CUNHA,12/17/1983,38,31 a 50 anos,FEMININO,CASADO,RECIFE,Boa Vista,médico,2,,7,,pofem29633@1heizi.com
440,ADENIZA Silva,3/24/1981,40,31 a 50 anos,FEMININO,CASADO,RECIFE,Bomba do Hemetério,Bancário,0,,0,,pofem29633@1heizi.com
442,ADENILZA GAUDINO,3/12/1981,40,31 a 50 anos,FEMININO,SOLTEIRO,RECIFE,Beberibe,Vendedor (a),0,,1,,pofem29633@1heizi.com
444,ACLECIANE Moura,8/30/1980,41,31 a 50 anos,FEMININO,CASADO,RECIFE,Alto Santa Terezinha,Personal Treiner,2,,6,,pofem29633@1heizi.com
450,ACILEIA Silva,8/14/1977,44,31 a 50 anos,FEMININO,CASADO,RECIFE,Boa Viagem,Promotor de Vendas,2,,8,,pofem29633@1heizi.com
452,ACILEIDE Souza,12/18/1976,45,31 a 50 anos,FEMININO,CASADO,RECIFE,Boa Vista,Gestão de Recursos Humanos,0,,2,,pofem29633@1heizi.com
459,ADERLANDIA Nascimento,6/26/1975,46,31 a 50 anos,FEMININO,CASADO,RECIFE,Campina do Barreto,Logística,2,,4,,pofem29633@1heizi.com
465,ADENILDE Gomes,2/1/1974,48,31 a 50 anos,FEMININO,CASADO,RECIFE,Apipucos,Turismo,3,,3,,pofem29633@1heizi.com
467,ACLECIA Barbosa,9/21/1973,48,31 a 50 anos,FEMININO,CASADO,RECIFE,Alto José Bonifácio,Vendedor (a),3,,7,,pofem29633@1heizi.com
475,ACLECIANA Pinto,6/19/1969,52,maior que 50 anos,FEMININO,DIVORCIADO,RECIFE,Alto José do Pinho,aposentado,0,,3,,pofem29633@1heizi.com
478,ADENISIA Souza,8/9/1968,53,maior que 50 anos,FEMININO,CASADO,RECIFE,Bongi,médico,0,,6,,pofem29633@1heizi.com
47,Maynne da Silva,3/20/1962,60,maior que 50 anos,FEMININO,CASADO,SANTA_RITA,Loteamento Plano de Vida,Vendedor (a),0,99047,3,,pofem29633@1heizi.com
65,LEYLA MARIA DA PONTES,12/19/1969,52,maior que 50 anos,FEMININO,CASADO,SANTA_RITA,Marcos Moura,aposentado,3,99065,2,,pofem29633@1heizi.com
111,LUAN DIAS,4/21/1949,73,maior que 50 anos,MASCULINO,CASADO,SANTA_RITA,Nova Esperança,comerciante,2,99111,7,,pofem29633@1heizi.com
121,PATRICIO FILHO,10/9/2003,17,Até 18 anos,MASCULINO,SOLTEIRO,SANTA_RITA,Sol Nascente,Estudante,0,99121,5,,pofem29633@1heizi.com
125,ROGER LUIZ MENDES,7/26/1970,51,maior que 50 anos,MASCULINO,SEPARADO,SANTA_RITA,Boa Vista,Balconista,1,99125,1,,pofem29633@1heizi.com
176,ADINAEL Almeida,8/11/1986,35,31 a 50 anos,MASCULINO,CASADO,SANTA_RITA,Boa Vista,Administração,0,,2,,pofem29633@1heizi.com
205,ADIRAN Souza,2/26/1978,43,31 a 50 anos,MASCULINO,CASADO,SANTA_RITA,Tibiri,Ciências Atuariais,0,,8,,pofem29633@1heizi.com
215,ADIO Gomes,2/5/1973,49,31 a 50 anos,MASCULINO,CASADO,SANTA_RITA,Nova Esperança,Gestão de Turismo,2,,4,,pofem29633@1heizi.com
291,ADINAEL Carvalho,12/4/1987,33,31 a 50 anos,MASCULINO,SEPARADO,SANTA_RITA,Marcos Moura,Vendedor (a),3,,6,,pofem29633@1heizi.com
318,1582 Rodrigues,1/21/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,SANTA_RITA,Bairro dos Municípios,Vendedor (a),0,,5,,pofem29633@1heizi.com
381,290 Fernandes,2/2/1972,50,31 a 50 anos,MASCULINO,VIÚVO,SANTA_RITA,Loteamento Plano de Vida,Naturologia,3,,6,,pofem29633@1heizi.com
382,ABINER Nascimento,6/7/1971,50,31 a 50 anos,MASCULINO,VIÚVO,SANTA_RITA,Heitel Santiago,Nutrição,1,,10,,pofem29633@1heizi.com
392,ABIQUEILA Silva,10/18/1999,21,18 a 30 anos,FEMININO,SOLTEIRO,SANTA_RITA,Sol Nascente,Gerontologia,1,,8,,pofem29633@1heizi.com
420,77 Lima,5/18/1990,31,31 a 50 anos,FEMININO,CASADO,SANTA_RITA,Jardim Carolina,Empresário,3,,5,,pofem29633@1heizi.com
422,290 Araújo,7/2/1988,33,31 a 50 anos,FEMININO,CASADO,SANTA_RITA,"Jardim Europa (I, II e III)",Vendedor (a),0,,9,,pofem29633@1heizi.com
